Nest,Observed,Species,PIT,AE1,LFF,AE2,RFF,AE3,CNT,CNN,CW,SNT,SNN,SW,Biopsy,Incubation,Rel_Eggs,Eggs_Taken,Hatched,Unhatched,Live,Dead,Pipped,Comments,time,hatchdate,date,hatchsucc,emergencesucc,disVeg,disHT,disVeg2,disHT2,final_lat,final_long,final_access,treatment,total_eggs,orig_lat,orig_long,reloc_lat,reloc_long,reloc_access,access,orig_beach_side,reloc_beach_side,tags,returning_turtle,dna_id,prevtags,first_action,exit_time,dummy
36,Y,,,,,,,,107,0,95,99,0,72,N,57,0,0,122,9,3,2,2,,9:50:00 PM,21-Aug-89,25-Jun-89,92%,88%,0,17.1,0,0,,,278,N,133,,,,,,278,,,,,,,,,1052
37,Y,,,,,,,,0,0,0,0,0,0,N,54,129,1,109,20,0,0,0,,11:00:00 PM,18-Aug-89,25-Jun-89,84%,84%,0,0,0,0,,,280,Y,130,,,,,280,,,,,,,,,,1053
38,Y,,,,,,,,103,0,98,99,0,70,N,56,0,1,106,26,0,0,1,,12:41:00 AM,20-Aug-89,25-Jun-89,79%,79%,0,24.2,0,0,,,280,N,134,,,,,,280,,,,,,,,,1054
39,Y,,,,,,,,105,0,98,98,0,73,N,54,0,0,133,4,0,1,1,,10:52:00 PM,19-Aug-89,26-Jun-89,96%,96%,0,6.8,0,0,,,281,N,138,,,,,,281,,,,,,,,,1055
40,Y,,,,,,,,97,0,87,92,0,68,N,55,144,0,120,22,0,3,2,,12:31:00 AM,20-Aug-89,26-Jun-89,83%,81%,0,0,0,0,,,280,Y,144,,,,,280,281,,,,,,,,,1056
41,Y,,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,hatching info missing,4:30:00 AM,,26-Jun-89,0%,0%,0,3.65,0,0,,,279,N,0,,,,,,279,,,,,,,,,1057
42,Y,,,,,,,,0,0,0,0,0,0,N,54,133,5,93,50,0,0,0,,4:34:00 AM,19-Aug-89,26-Jun-89,63%,63%,0,0,0,0,,,280,Y,148,,,,,280,281,,,,,,,,,1058
43,,,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,,,,,0%,0%,0,0,0,0,,,,N,0,,,,,,,,,,,,,,,1059
44,Y,,,,,,,,90,0,70,100,0,89,N,0,0,0,42,76,1,0,4,relocated 7/16 @ rel mid-incubation,10:30:00 PM,,27-Jun-89,34%,34%,0,3,0,0,,,281,Y,122,,,,,281,,,,,,,,,,1060
45,Y,,,,,,,,101,0,93,94,0,71,N,0,0,0,0,0,0,0,0,hatching info missing,11:00:00 PM,,27-Jun-89,0%,0%,0,5,0,0,,,281,N,0,,,,,,281,,,,,,,,,1061
46,Y,,,,,,,,101,0,92,94,0,68,N,59,0,0,105,4,6,0,0,,12:40:00 AM,25-Aug-89,27-Jun-89,96%,91%,0,3.5,0,0,,,280,N,109,,,,,,280,,,,,,,,,1062
47,Y,,,,,,,,95,0,83,0,0,0,N,0,95,0,0,0,0,0,0,"hatching info missing, relocated straight back 7/4, 95 eggs @ rel mid-incubation",4:00:00 AM,,27-Jun-89,0%,0%,0,3.7,0,0,,,278,Y,0,,,,,278,,,,,,,,,,1063
48,Y,,,,,,,,96,0,87,90,0,65,N,0,0,0,0,0,0,0,0,hatching info missing,11:39:00 PM,,1-Jul-89,0%,0%,0,3.8,0,0,,,277,N,0,,,,,,277,,,,,,,,,1064
49,Y,,,,,,,,0,0,0,0,0,0,N,55,0,0,0,0,0,0,0,hatching info missing,2:00:00 AM,28-Aug-89,4-Jul-89,0%,0%,0,0,0,0,,,280,N,0,,,,,,280,,,,,,,,,1065
50,Y,,,,,,,,100.5,0,95,93,0,70,N,0,0,0,0,0,0,0,0,hatching info missing,10:15:00 PM,,5-Jul-89,0%,0%,0,46.5,0,0,,,279,N,0,,,,,,279,,,,,,,,,1066
51,Y,,,,,,,,101,0,95,97,0,69,N,0,0,0,0,0,0,0,0,hatching info missing,1:05:00 AM,,5-Jul-89,0%,0%,0,11.4,0,0,,,280,N,0,,,,,,280,,,,,,,,,1067
52,Y,,,,,,,,100.1,0,96,0,0,0,N,54,110,0,0,0,0,0,0,hatching info missing,2:30:00 AM,29-Aug-89,6-Jul-89,0%,0%,0,0,0,0,,,280,Y,0,,,,,280,281,,,,,,,,,1068
53,N,,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,nest lost to erosion,2:30:00 AM,,6-Jul-89,0%,0%,0,11.6,0,0,,,280,N,0,,,,,,280,,,,,,,,,1069
54,Y,,,,,,,,100,0,98,94,0,73,N,0,0,0,0,0,0,0,0,hatching info missing,2:40:00 AM,,9-Jul-89,0%,0%,0,12.95,0,0,,,280,N,0,,,,,,280,,,,,,,,,1070
55,Y,,,,,,,,109,0,97,105,0,72,N,0,0,0,0,0,0,0,0,hatching info missing,3:30:00 AM,,7-Jul-89,0%,0%,0,4,0,0,,,280,N,0,,,,,,280,,,,,,,,,1071
56,Y,,,,,,,,97,0,89,87,0,64,N,0,101,0,0,0,0,0,0,hatching info missing,11:05:00 PM,,8-Jul-89,0%,0%,0,14.5,0,0,,,279,Y,0,,,,,279,279,,,,,,,,,1072
57,N,,,,,,,,0,0,0,0,0,0,N,0,146,0,0,0,0,0,0,hatching info missing,9:56:00 PM,,8-Jul-89,0%,0%,0,1.3,0,0,,,280,Y,0,,,,,280,280,,,,,,,,,1073
58,N,,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,hatching info missing,10:00:00 PM,,8-Jul-89,0%,0%,0,0,0,0,,,280,N,0,,,,,,280,,,,,,,,,1074
59,Y,,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,nest destroyed by raccoon,11:03:00 PM,,8-Jul-89,0%,0%,0,3,0,0,,,281,N,0,,,,,,281,,,,,,,,,1075
60,Y,,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,nest destroyed by raccoon,11:03:00 PM,,8-Jul-89,0%,0%,0,1.5,0,0,,,280,N,0,,,,,,280,,,,,,,,,1076
61,Y,,,,,,,,107,0,96,95,0,66,N,0,0,0,0,0,0,0,0,hatching info missing,11:53:00 PM,,8-Jul-89,0%,0%,0,6.2,0,0,,,283,N,0,,,,,,283,,,,,,,,,1077
62,Y,,,,,,,,100,0,93,96,0,73,N,0,0,0,0,0,0,0,0,hatching info missing,3:45:00 AM,,8-Jul-89,0%,0%,0,17.2,0,0,,,276,N,0,,,,,,276,,,,,,,,,1078
63,Y,,,,,,,,105,0,96,99,0,73,N,0,0,0,0,0,0,0,0,hatching info missing,9:43:00 PM,,9-Jul-89,0%,0%,0,27.9,0,0,,,278,N,0,,,,,,278,,,,,,,,,1079
64,Y,,,,,,,,105,0,97,88,0,66,N,0,0,0,0,0,0,0,0,hatching info missing,10:10:00 PM,,10-Jul-89,0%,0%,0,16.3,0,0,,,280,N,0,,,,,,280,,,,,,,,,1080
65,Y,,,,,,,,94,0,86,90,0,64,N,0,79,0,0,0,0,0,0,hatching info missing,12:00:00 AM,,11-Jul-89,0%,0%,0,0,0,0,,,280,Y,0,,,,,280,,South,,,,,,,,1081
66,Y,,,,,,,,100,0,95,88,0,68,N,0,0,0,0,0,0,0,0,"nest lost, unsure of numbers",10:15:00 PM,,12-Jul-89,0%,0%,0,12.6,0,0,,,277,N,0,,,,,,277,,,,,,,,,1082
67,Y,,,,,,,,107,0,97,103,0,76,N,0,119,0,0,0,0,0,0,hatching info missing,9:45:00 PM,,13-Jul-89,0%,0%,0,7.8,0,0,,,,Y,0,,,,,,,,East,,,,,,,1083
68,Y,,,,,,,,100,0,97,89,0,74,N,0,0,0,0,0,0,0,0,hatching info missing,9:45:00 PM,,15-Jul-89,0%,0%,0,10.1,0,0,,,278,N,0,,,,,,278,,,,,,,,,1084
69,Y,,,,,,,,103,0,94,90,0,69,N,0,0,0,0,0,0,0,0,hatching info missing,9:25:00 PM,,16-Jul-89,0%,0%,0,9.5,0,0,,,278,N,0,,,,,,278,,,,,,,,,1085
70,Y,,,,,,,,92,0,88,88,0,69,N,0,0,0,0,0,0,0,0,hatching info missing,10:30:00 PM,,16-Jul-89,0%,0%,0,14.1,0,0,,,278,N,0,,,,,,278,,,,,,,,,1086
71,Y,,,,,,,,104,0,93,97,0,69,N,0,0,0,0,0,0,0,0,hatching info missing,2:20:00 AM,,16-Jul-89,0%,0%,0,5,0,0,,,280,N,0,,,,,,280,,,,,,,,,1087
72,Y,,,,,,,,102,0,93,96,0,73,N,0,0,0,0,0,0,0,0,nest destroyed by raccoon,4:20:00 AM,,16-Jul-89,0%,0%,0,23.1,0,0,,,281,N,0,,,,,,281,,,,,,,,,1088
73,Y,,,,,,,,107,0,98,102,0,76,N,0,0,0,0,0,0,0,0,hatching info missing,1:45:00 AM,,17-Jul-89,0%,0%,0,15.5,0,0,,,279,N,0,,,,,,279,,,,,,,,,1089
74,Y,,,,,,,,102,0,95,95,0,71,N,0,0,0,0,0,0,0,0,hatching info missing,4:15:00 AM,,17-Jul-89,0%,0%,0,23.7,0,0,,,279,N,0,,,,,,279,,,,,,,,,1090
75,Y,,,,,,,,110,0,97,94,0,70,N,0,0,0,0,0,0,0,0,hatching info missing,9:40:00 PM,,18-Jul-89,0%,0%,0,0,0,0,,,279,N,0,,,,,,279,,,,,,,,,1091
76,Y,,,,,,,,107,0,98,95,0,71,N,0,0,0,0,0,0,0,0,hatching info missing,10:15:00 PM,,18-Jul-89,0%,0%,0,0,0,0,,,279,N,0,,,,,,279,,,,,,,,,1092
77,Y,,,,,,,,105,0,100,96,0,74,N,0,0,0,0,0,0,0,0,hatching info missing,1:40:00 AM,,18-Jul-89,0%,0%,0,0,0,0,,,280,N,0,,,,,,280,,,,,,,,,1093
78,Y,,,,,,,,108,0,104,96,0,73,N,0,0,0,0,0,0,0,0,destroyed by raccoons,2:30:00 AM,,18-Jul-89,0%,0%,0,2.5,0,0,,,281,N,0,,,,,,281,,,,,,,,,1094
79,N,,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,hatching info missing,1:00:00 AM,,19-Jul-89,0%,0%,0,11.5,0,0,,,276,N,0,,,,,,276,,,,,,,,,1095
80,N,,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,hatching info missing,2:45:00 AM,,19-Jul-89,0%,0%,0,0,0,0,,,280,N,0,,,,,,280,,,,,,,,,1096
81,Y,,,,,,,,113,0,100,98,0,69,N,0,0,0,0,0,0,0,0,hatching info missing,3:00:00 AM,,19-Jul-89,0%,0%,0,0,0,0,,,280,N,0,,,,,,280,,,,,,,,,1097
82,Y,,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,hatching info missing,12:30:00 AM,,19-Jul-89,0%,0%,0,0,0,0,,,280,N,0,,,,,,280,,,,,,,,,1098
83,Y,,,,,,,,106,0,98,98,0,73,N,0,0,0,0,0,0,0,0,nest destroyed by raccoon,1:12:00 AM,,21-Jul-89,0%,0%,0,4.9,0,0,,,281,N,0,,,,,,281,,,,,,,,,1099
84,Y,,,,,,,,105,0,98,97,0,74,N,0,0,0,0,0,0,0,0,hatching info missing,11:35:00 PM,,22-Jul-89,0%,0%,0,21.1,0,0,,,277,N,0,,,,,,277,,,,,,,,,1100
85,Y,,,,,,,,99,0,93,93,0,71,N,0,0,0,0,84,0,0,20,overwashed,10:02:00 PM,,23-Jul-89,0%,0%,0,0,0,0,,,276,N,104,,,,,,276,,,,,,,,,1101
86,Y,,,,,,,,100,0,95,0,0,0,N,0,0,0,0,0,0,0,0,nest destroyed by raccoon,10:25:00 PM,,23-Jul-89,0%,0%,0,5,0,0,,,280,N,0,,,,,,280,,,,,,,,,1102
87,Y,,,,,,,,99,0,94,91,0,86,N,0,117,1,0,0,0,0,0,hatching info missing,11:40:00 PM,,24-Jul-89,0%,0%,0,0,0,0,,,281,Y,1,,,,,281,,,,,,,,,,1103
88,Y,,,,,,,,95,0,85,88,0,67,N,0,0,0,0,0,0,0,0,hatching info missing,10:45:00 PM,,24-Jul-89,0%,0%,0,12.4,0,0,,,280,N,0,,,,,,280,,,,,,,,,1104
89,Y,,,,,,,,106,0,97,93,0,72,N,0,137,0,0,0,0,0,0,hatching info missing,10:35:00 PM,,27-Jul-89,0%,0%,0,0,0,0,,,277,Y,0,,,,,277,277,,,,,,,,,1105
90,Y,,,,,,,,101,0,93,94,0,70,N,0,0,0,0,0,0,0,0,hatching info missing,2:40:00 AM,,28-Jul-89,0%,0%,0,8.5,0,0,,,279,N,0,,,,,,279,,,,,,,,,1106
91,Y,,,,,,,,109,0,92,0,0,0,N,0,120,0,0,0,0,0,0,hatching info missing,3:00:00 AM,,28-Jul-89,0%,0%,0,0,0,0,,,283,Y,0,,,,,283,,,,,,,,,,1107
92,Y,,,,,,,,100,0,90,87,0,63,N,0,0,0,0,0,0,0,0,hatching info missing,10:15:00 PM,,30-Jul-89,0%,0%,0,5.1,0,0,,,,N,0,,,,,,,East,,,,,,,,1108
93,Y,,,,,,,,98,0,89,0,0,0,N,0,0,0,0,0,0,0,0,hatching info missing,11:20:00 PM,,30-Jul-89,0%,0%,0,13,0,0,,,278,N,0,,,,,,278,,,,,,,,,1109
94,Y,,,,,,,,0,0,0,0,0,0,N,0,0,2,0,0,0,0,0,hatching info missing,12:20:00 AM,,30-Jul-89,0%,0%,0,15.9,0,0,,,277,N,2,,,,,,277,,,,,,,,,1110
95,Y,,,,,,,,104,0,96,95,0,73,N,0,121,0,0,0,0,0,0,hatching info missing,2:20:00 AM,,30-Jul-89,0%,0%,0,0,0,0,,,280,Y,0,,,,,280,,,,,,,,,,1111
96,Y,,,,,,,,102,0,94,96,0,72,N,0,107,3,0,0,0,0,0,hatching info missing,10:45:00 PM,,30-Jul-89,0%,0%,0,0,0,0,,,280,Y,3,,,,,280,280,,,,,,,,,1112
97,N,,,,,,,,0,0,0,0,0,0,N,0,0,1,0,0,0,0,0,nest destroyed by raccoon,5:45:00 AM,,30-Jul-89,0%,0%,0,2.5,0,0,,,280,N,1,,,,,,280,,,,,,,,,1113
98,Y,,,,,,,,102,0,93,94,0,72,N,0,114,2,0,0,0,0,0,hatching info missing,12:30:00 AM,,31-Jul-89,0%,0%,0,0,0,0,,,280,Y,2,,,,,280,281,,,,,,,,,1114
99,Y,,,,,,,,0,0,0,0,0,0,N,0,82,2,0,0,0,0,0,hatching info missing,2:00:00 AM,,31-Jul-89,0%,0%,0,0,0,0,,,280,Y,2,,,,,280,281,,,,,,,,,1115
100,Y,,,,,,,,99,0,93,84,0,65,N,0,0,0,0,0,0,0,0,hatching info missing,11:10:00 PM,,2-Aug-89,0%,0%,0,15.6,0,0,,,277,N,0,,,,,,277,,,,,,,,,1116
101,N,,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,hatching info missing,12:00:00 AM,,2-Aug-89,0%,0%,0,12.2,0,0,,,276,N,0,,,,,,276,,,,,,,,,1117
102,Y,,,,,,,,100,0,93,84,0,65,N,0,0,0,0,0,0,0,0,hatching info missing,10:30:00 PM,,3-Aug-89,0%,0%,0,15.3,0,0,,,279,N,0,,,,,,279,,,,,,,,,1118
103,Y,,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,hatching info missing,4:45:00 AM,,3-Aug-89,0%,0%,0,4.2,0,0,,,280,N,0,,,,,,280,,,,,,,,,1119
104,Y,,,,,,,,99,0,93,93,0,71,N,0,0,0,0,0,0,0,0,hatching info missing,1:30:00 PM,,5-Aug-89,0%,0%,0,24.4,0,0,,,275,N,0,,,,,,275,,,,,,,,,1120
105,Y,,,,,,,,100,0,105,95,0,79,N,0,0,0,0,0,0,0,0,hatching info missing,4:30:00 AM,,5-Aug-89,0%,0%,0,22.6,0,0,,,280,N,0,,,,,,280,,,,,,,,,1121
106,Y,,,,,,,,108,0,90,0,0,0,N,0,116,0,0,0,0,0,0,hatching info missing,1:15:00 AM,,6-Aug-89,0%,0%,0,7.2,0,0,,,277,Y,0,,,,,277,277,,,,,,,,,1122
107,Y,,,,,,,,96,0,84,89,0,66,N,0,89,0,0,0,0,0,0,hatching info missing,3:45:00 AM,,7-Aug-89,0%,0%,0,3,0,0,,,280,Y,0,,,,,280,281,,,,,,,,,1123
1,N,,,,,,,,0,0,0,0,0,0,N,76,0,0,120,25,10,0,0,,,19-Jul-90,4-May-90,83%,76%,0,24.3,0,0,,,278,N,145,,,,,,278,,,,,,,,,1124
2,N,,,,,,,,0,0,0,0,0,0,N,62,0,0,95,34,19,0,1,,,12-Jul-90,11-May-90,73%,58%,0,0,0,0,,,276,N,130,,,,,,276,,,,,,,,,1125
3,N,,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,lost to erosion,7:00:00 AM,,17-May-90,0%,0%,0,3,0,0,,,281,N,0,,,,,,281,,,,,,,,,1126
4,N,,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,destroyed by raccoons,,,19-May-90,0%,0%,0,12.7,0,0,,,281,N,0,,,,,,281,,,,,,,,,1127
5,Y,,,,,,,,97,0,94,95,0,75,N,62,0,0,112,10,7,0,0,,10:16:00 PM,24-Jul-90,23-May-90,92%,86%,0,7,0,0,,,280,N,122,,,,,,280,,,,,,,,,1128
6,Y,,,,,,,,107,0,100,102,0,77,N,66,0,0,113,10,9,1,0,turtle missing left rear flipper,2:00:00 AM,29-Jul-90,24-May-90,92%,84%,0,13.7,0,0,,,278,N,123,,,,,,278,,,,,,,,,1129
7,N,,,,,,,,0,0,0,0,0,0,N,68,0,0,116,2,4,0,0,,2:50:00 AM,31-Jul-90,24-May-90,98%,95%,0,10.7,0,0,,,278,N,118,,,,,,278,,,,,,,,,1130
8,N,,,,,,,,0,0,0,0,0,0,N,64,0,0,156,7,2,0,0,,4:16:00 AM,27-Jul-90,24-May-90,96%,94%,0,11,0,0,,,276,N,163,,,,,,276,,,,,,,,,1131
9,N,,,,,,,,0,0,0,0,0,0,N,62,0,0,140,31,9,1,1,28 eggs taken by racoons,6:00:00 AM,25-Jul-90,24-May-90,81%,76%,0,0,0,0,,,279,N,172,,,,,,279,,,,,,,,,1132
10,Y,,,,,,,,106,0,95,101,0,74,N,61,0,0,101,8,0,0,2,,9:45:00 PM,25-Jul-90,25-May-90,91%,91%,0,35.6,0,0,,,279,N,111,,,,,,279,,,,,,,,,1133
11,Y,,,,,,,,100,0,90,91,0,71,N,63,135,0,102,30,15,0,0,,11:58:00 PM,27-Jul-90,25-May-90,77%,66%,0,1.5,0,0,,,280,Y,132,,,,,280,281,,,,,,,,,1134
12,Y,,,,,,,,98,0,89,92,0,68,N,64,0,0,119,8,0,0,0,,9:37:00 PM,29-Jul-90,26-May-90,94%,94%,0,19.5,0,0,,,277,N,127,,,,,,277,,,,,,,,,1135
13,Y,,,,,,,,106,0,101,97,0,80,N,60,145,0,0,0,0,0,0,"raccoon damage - ~95 hatched?, unsure of numbers",9:28:00 PM,26-Jul-90,27-May-90,0%,0%,0,1.4,0,0,,,280,Y,0,,,,,280,281,,,,,,,,,1136
14,Y,,,,,,,,95,0,93,88.5,0,74.5,N,66,0,0,95,16,3,0,0,,12:45:00 AM,1-Aug-90,27-May-90,86%,83%,0,12.5,0,0,,,279,N,111,,,,,,279,,,,,,,,,1137
15,Y,,,,,,,,101,0,90,95,0,72,N,64,139,0,123,15,2,1,1,,4:40:00 AM,31-Jul-90,28-May-90,88%,86%,0,4,0,0,,,280,Y,139,,,,,280,281,,,,,,,,,1138
16,Y,,,,,,,,106,0,102,100,0,79,N,0,0,0,0,0,0,0,0,"no hatch data, nest possibly relocated mid incubation? @ Rel Site #1",9:30:00 PM,,29-May-90,0%,0%,0,0,0,0,,,,Y,0,,,,,,282,,,,,,,,,1139
17,Y,,,,,,,,94,0,85,62,0,86,N,63,0,0,126,6,9,0,0,,10:00:00 PM,31-Jul-90,29-May-90,95%,89%,0,0,0,0,,,278,N,132,,,,,,278,,,,,,,,,1140
18,Y,,,,,,,,102,0,96,104,0,79,N,0,0,0,0,0,0,0,0,no hatch data,2:23:00 AM,,29-May-90,0%,0%,0,22,0,0,,,280,N,0,,,,,,280,,,,,,,,,1141
19,Y,,,,,,,,105,0,97,90,0,75,N,0,136,0,0,0,0,0,0,taken to UNCW,12:16:00 AM,,30-May-90,0%,0%,0,13.3,0,0,,,277,Y,0,,,,,277,,,,,,,,,,1142
20,Y,,,,,,,,100,0,96,91,0,76,N,66,0,0,92,19,0,0,0,,1:00:00 AM,5-Aug-90,31-May-90,83%,83%,0,35,0,0,,,278,N,111,,,,,,278,,,,,,,,,1143
21,N,,,,,,,,0,0,0,0,0,0,N,62,0,0,126,10,4,0,0,,4:27:00 AM,1-Aug-90,31-May-90,93%,90%,0,21,0,0,,,277,N,136,,,,,,277,,,,,,,,,1144
22,Y,,,,,,,,93,0,83,90,0,65,N,65,0,0,87,4,0,0,0,,10:15:00 AM,7-Aug-90,3-Jun-90,96%,96%,0,21.5,0,0,,,277,N,91,,,,,,277,,,,,,,,,1145
23,,,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,,,,,0%,0%,0,0,0,0,,,,N,0,,,,,,,,,,,,,,,1146
24,Y,,,,,,,,101.5,0,97,104,0,81,N,0,0,0,55,54,0,0,0,raccoons predated ~50 eggs,11:32:00 PM,,3-Jun-90,50%,50%,0,5.4,0,0,,,281,N,109,,,,,,281,,,,,,,,,1147
25,Y,,,,,,,,104,0,90,0,0,0,N,65,0,0,110,17,8,0,0,,2:33:00 AM,8-Aug-90,4-Jun-90,87%,80%,0,0,0,0,,,276,N,127,,,,,,276,,,,,,,,,1148
26,Y,,,,,,,,108,0,95,102.5,0,76.3,N,63,0,0,112,24,0,1,0,,3:16:00 AM,6-Aug-90,4-Jun-90,82%,82%,0,18,0,0,,,277,N,136,,,,,,277,,,,,,,,,1149
27,Y,,,,,,,,102,0,93,92,0,74,N,0,0,0,110,10,0,0,0,,11:11:00 PM,,5-Jun-90,92%,92%,0,15.6,0,0,,,275,N,120,,,,,,275,,,,,,,,,1150
28,Y,,,,,,,,102,0,106,71,0,94,N,0,0,0,120,10,0,0,1,,9:19:00 PM,,6-Jun-90,92%,92%,0,7.1,0,0,,,284,N,131,,,,,,284,,,,,,,,,1151
29,Y,,,,,,,,92,0,88,95,0,70,N,62,117,0,98,1,2,0,0,,10:45:00 PM,7-Aug-90,6-Jun-90,99%,97%,0,17.5,0,0,,,280,Y,99,,,,,280,280,,,,,,,,,1152
30,N,,,,,,,,0,0,0,0,0,0,N,60,0,0,98,7,0,1,0,,11:30:00 PM,6-Aug-90,7-Jun-90,93%,92%,0,15,0,0,,,280,N,105,,,,,,280,,,,,,,,,1153
31,Y,,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,destroyed by racoons,3:05:00 AM,,7-Jun-90,0%,0%,0,8.4,0,0,,,281,N,0,,,,,,281,,,,,,,,,1154
32,Y,,,,,,,,98,0,97,91,0,71,N,68,0,0,105,3,0,1,0,,10:15:00 PM,14-Aug-90,7-Jun-90,97%,96%,0,14.4,0,0,,,275,N,108,,,,,,275,,,,,,,,,1155
33,Y,,,,,,,,109,0,103,98,0,77,N,65,0,0,162,3,0,0,0,,2:30:00 AM,11-Aug-90,7-Jun-90,98%,98%,0,23.6,0,0,,,279,N,165,,,,,,279,,,,,,,,,1156
34,Y,,,,,,,,103,0,99,94,0,67,N,64,0,0,117,6,0,0,1,,11:30:00 PM,12-Aug-90,9-Jun-90,94%,94%,0,43,0,0,,,279,N,124,,,,,,279,,,,,,,,,1157
35,Y,,,,,,,,103,0,97,91,0,66,N,65,0,0,92,13,0,0,0,,2:35:00 AM,13-Aug-90,9-Jun-90,88%,88%,0,19,0,0,,,278,N,105,,,,,,278,,,,,,,,,1158
36,Y,,,,,,,,0,0,0,0,0,0,N,0,0,0,77,33,0,0,0,,4:15:00 AM,,9-Jun-90,70%,70%,0,18.8,0,0,,,277,N,110,,,,,,277,,,,,,,,,1159
37,Y,,,,,,,,0,0,0,0,0,0,N,0,0,0,130,8,0,0,0,,10:00:00 PM,,10-Jun-90,94%,94%,0,25,0,0,,,279,N,138,,,,,,279,,,,,,,,,1160
38,Y,,,,,,,,100,0,94,97,0,73,N,64,0,0,89,3,0,0,0,,10:30:00 PM,13-Aug-90,10-Jun-90,97%,97%,0,34.5,0,0,,,279,N,92,,,,,,279,,,,,,,,,1161
39,Y,,,,,,,,0,0,0,0,0,0,N,0,0,0,110,7,0,0,0,,10:30:00 PM,,10-Jun-90,94%,94%,0,22.5,0,0,,,278,N,117,,,,,,278,,,,,,,,,1162
40,Y,,,,,,,,0,0,0,97,0,77,N,0,0,0,0,0,0,0,0,no eggs found!,11:20:00 PM,,10-Jun-90,0%,0%,0,0,0,0,,,278,N,0,,,,,,278,,,,,,,,,1163
41,Y,,,,,,,,96,0,87,91,0,71,N,0,0,0,0,0,0,0,0,no hatch data,12:52:00 AM,,10-Jun-90,0%,0%,0,0,0,0,,,281,N,0,,,,,,281,,,,,,,,,1164
42,Y,,,,,,,,0,0,0,0,0,0,N,60,0,0,90,9,9,0,0,,3:30:00 AM,9-Aug-90,10-Jun-90,91%,82%,0,6,0,0,,,280,N,99,,,,,,280,,,,,,,,,1165
43,N,,,,,,,,0,0,0,0,0,0,N,0,0,0,64,1,0,0,0,"racoons damaged nest, unsure of numbers",4:10:00 AM,,10-Jun-90,98%,98%,0,10.3,0,0,,,281,N,65,,,,,,281,,,,,,,,,1166
44,N,,,,,,,,0,0,0,0,0,0,N,62,0,0,168,7,2,0,0,,,11-Aug-90,10-Jun-90,96%,95%,0,0,0,0,,,275,N,175,,,,,,275,,,,,,,,,1167
45,Y,,,,,,,,104,0,97,97,0,79,N,0,0,0,98,2,0,0,0,,12:30:00 AM,,11-Jun-90,98%,98%,0,17.6,0,0,,,276,N,100,,,,,,276,,,,,,,,,1168
46,Y,,,,,,,,104,0,95,94,0,74,N,56,0,0,106,11,0,1,2,"relcoated mid-incubation 7/29 due to hurricane bertha, 122 eggs moved @ mid-incubation",1:00:00 AM,6-Aug-90,11-Jun-90,89%,88%,0,5.8,0,0,,,276,Y,119,,,,,276,,,,,,,,,,1169
47,Y,,,,,,,,94,0,87,88,0,66,N,63,0,0,89,7,0,0,0,,9:40:00 PM,14-Aug-90,12-Jun-90,93%,93%,0,11.3,0,0,,,278,N,96,,,,,,278,,,,,,,,,1170
48,Y,,,,,,,,103,0,97,100,0,73,N,0,0,0,136,11,6,0,1,,10:24:00 PM,,12-Jun-90,92%,88%,0,12.3,0,0,,,278,N,148,,,,,,278,,,,,,,,,1171
49,Y,,,,,,,,100,0,100,94,0,73,N,0,0,0,80,12,0,0,0,Rel Site #1,9:40:00 PM,,14-Jun-90,87%,87%,0,33.7,0,0,,,,Y,92,,,,,,280,,,,,,,,,1172
50,Y,,,,,,,,108,0,102,101,0,73,N,58,0,0,85,52,0,0,3,,11:34:00 PM,11-Aug-90,14-Jun-90,61%,61%,0,3.5,0,0,,,276,N,140,,,,,,276,,,,,,,,,1173
51,Y,,,,,,,,100,0,93,89,0,75,N,60,0,0,116,3,3,0,0,,1:32:00 AM,13-Aug-90,14-Jun-90,97%,95%,0,23.9,0,0,,,277,N,119,,,,,,277,,,,,,,,,1174
52,Y,,,,,,,,103,0,100,97,0,83,N,0,0,0,100,32,1,0,0,,1:51:00 AM,,14-Jun-90,76%,75%,0,15.5,0,0,,,279,N,132,,,,,,279,,,,,,,,,1175
53,Y,,,,,,,,95,0,91,88.5,0,73,N,0,0,0,72,16,0,0,3,,11:42:00 PM,,15-Jun-90,79%,79%,0,3.6,0,0,,,276,N,91,,,,,,276,,,,,,,,,1176
